trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9900498337491681}",25,0,-90.51333570195585,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
2,False,"{'a': 0.01, 'e': 0.9801986733067553}",25,0,-117.26814681678522,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
3,False,"{'a': 0.01, 'e': 0.9704455335485082}",35,0,-252.82689459733828,"{0: 20, 1: 4, 2: 5, 3: 2, 4: 4}",0
4,False,"{'a': 0.01, 'e': 0.9607894391523232}",20,0,-175.4759518025553,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
5,False,"{'a': 0.01, 'e': 0.951229424500714}",20,0,-103.57141497528607,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
6,False,"{'a': 0.01, 'e': 0.9417645335842487}",25,0,-112.45053105812458,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
7,False,"{'a': 0.01, 'e': 0.9323938199059483}",25,0,-104.95034343465444,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",1
8,False,"{'a': 0.01, 'e': 0.9231163463866358}",25,0,-190.74769252371888,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 5}",0
9,False,"{'a': 0.01, 'e': 0.9139311852712282}",25,0,-74.7881254712899,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
10,False,"{'a': 0.01, 'e': 0.9048374180359595}",20,0,-21.313046651522313,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
11,False,"{'a': 0.01, 'e': 0.8958341352965282}",20,0,-65.0589528871995,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
12,False,"{'a': 0.01, 'e': 0.8869204367171575}",20,0,-99.70301659365275,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
13,False,"{'a': 0.01, 'e': 0.8780954309205613}",25,6,-114.87910223457246,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 2}",1
14,False,"{'a': 0.01, 'e': 0.8693582353988059}",20,0,-192.55184695973327,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
15,False,"{'a': 0.01, 'e': 0.8607079764250578}",25,0,-52.245988391266934,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
16,False,"{'a': 0.01, 'e': 0.8521437889662113}",25,0,-55.65900645569458,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",25,0,-115.47972594726068,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
18,False,"{'a': 0.01, 'e': 0.835270211411272}",35,0,-36.659510211473695,"{0: 29, 1: 2, 2: 2, 3: 2, 4: 0}",0
19,False,"{'a': 0.01, 'e': 0.8269591339433623}",25,0,-108.6811463175415,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
20,False,"{'a': 0.01, 'e': 0.8187307530779818}",25,0,-122.8273493817569,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
21,False,"{'a': 0.01, 'e': 0.8105842459701871}",30,5,-151.16660771915377,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",1
22,False,"{'a': 0.01, 'e': 0.8025187979624785}",20,0,-23.68087245056755,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
23,False,"{'a': 0.01, 'e': 0.794533602503334}",30,0,-89.78702317014832,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.7866278610665535}",20,0,-31.606295451187417,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
25,False,"{'a': 0.01, 'e': 0.7788007830714049}",25,0,-50.01370094782849,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.7710515858035663}",35,0,-100.34731086442184,"{0: 26, 1: 4, 2: 3, 3: 0, 4: 2}",1
27,False,"{'a': 0.01, 'e': 0.7633794943368531}",20,0,-159.30524726404994,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
28,False,"{'a': 0.01, 'e': 0.7557837414557255}",20,0,-106.47338883203285,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
29,False,"{'a': 0.01, 'e': 0.7482635675785653}",20,0,-62.23220086065847,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
30,False,"{'a': 0.01, 'e': 0.7408182206817179}",25,0,-49.668063158895855,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
31,False,"{'a': 0.01, 'e': 0.7334469562242892}",25,0,-103.20223698717665,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
32,False,"{'a': 0.01, 'e': 0.7261490370736909}",25,0,-93.76671105092997,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
33,False,"{'a': 0.01, 'e': 0.7189237334319262}",30,0,-180.29791964998367,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 2}",0
34,False,"{'a': 0.01, 'e': 0.7117703227626097}",20,0,-19.633867434374075,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
35,False,"{'a': 0.01, 'e': 0.7046880897187134}",20,0,-3.7350327899712585,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
36,False,"{'a': 0.01, 'e': 0.697676326071031}",20,0,-90.47283808500042,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
37,False,"{'a': 0.01, 'e': 0.6907343306373547}",30,9,-22.910697549047576,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 0}",1
38,False,"{'a': 0.01, 'e': 0.6838614092123558}",20,5,-44.66573813118973,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 0}",1
39,False,"{'a': 0.01, 'e': 0.6770568744981647}",20,0,-86.57148237783072,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
40,False,"{'a': 0.01, 'e': 0.6703200460356393}",30,0,-288.8172732209052,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 5}",0
41,False,"{'a': 0.01, 'e': 0.6636502501363194}",30,0,-83.5295431884152,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
42,False,"{'a': 0.01, 'e': 0.6570468198150567}",25,0,-63.056240153498116,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
43,False,"{'a': 0.01, 'e': 0.6505090947233165}",20,0,-54.09489069684328,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.6440364210831414}",25,10,-95.64695501780194,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
45,False,"{'a': 0.01, 'e': 0.6376281516217733}",25,0,-56.315565710478246,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
46,False,"{'a': 0.01, 'e': 0.631283645506926}",30,0,-72.86118289507917,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
47,False,"{'a': 0.01, 'e': 0.6250022682827008}",25,3,-54.92793995801822,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
48,False,"{'a': 0.01, 'e': 0.6187833918061408}",25,0,-83.40548641269525,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
49,False,"{'a': 0.01, 'e': 0.6126263941844161}",25,0,-137.20355310915696,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
50,False,"{'a': 0.01, 'e': 0.6065306597126334}",20,0,-32.62556516393325,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
51,False,"{'a': 0.01, 'e': 0.6004955788122659}",20,0,-22.741664368098036,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
52,False,"{'a': 0.01, 'e': 0.5945205479701944}",20,0,-41.06254852197497,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
53,False,"{'a': 0.01, 'e': 0.5886049696783552}",25,0,-109.63311946237692,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
54,False,"{'a': 0.01, 'e': 0.5827482523739896}",30,0,-63.32858270787928,"{0: 24, 1: 3, 2: 0, 3: 2, 4: 1}",0
55,False,"{'a': 0.01, 'e': 0.5769498103804866}",25,2,-119.06533238108625,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 2}",1
56,False,"{'a': 0.01, 'e': 0.5712090638488149}",25,7,-85.85797940277199,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
57,False,"{'a': 0.01, 'e': 0.5655254386995371}",25,0,-44.128926046035865,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.559898366565402}",20,0,-72.75715237685942,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
59,False,"{'a': 0.01, 'e': 0.5543272847345071}",20,14,5.549329261659288,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.5488116360940264}",20,0,-1.2398344934260237,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
61,False,"{'a': 0.01, 'e': 0.5433508690744998}",25,0,-98.85631554091266,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
62,False,"{'a': 0.01, 'e': 0.5379444375946745}",30,17,24.839193805719386,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.01, 'e': 0.5325918010068972}",25,0,-78.3405547754694,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.5272924240430485}",30,0,-68.4287286936696,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.522045776761016}",20,0,-22.49252974258267,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.5168513344916992}",35,3,-117.74650349614569,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 2}",1
67,False,"{'a': 0.01, 'e': 0.5117085777865424}",30,0,-99.6079497365361,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
68,False,"{'a': 0.01, 'e': 0.5066169923655895}",30,0,-40.44167277557814,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
69,False,"{'a': 0.01, 'e': 0.5015760690660555}",25,0,-6.29464271498906,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
70,False,"{'a': 0.01, 'e': 0.49658530379140947}",30,0,-55.010543407434184,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
71,False,"{'a': 0.01, 'e': 0.4916441974609651}",20,5,6.571346205192684,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.4867522559599717}",25,12,1.4025893461616445,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.48190899009020244}",20,10,-11.796926645506922,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.01, 'e': 0.4771139155210344}",30,0,-41.12046427586667,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
75,False,"{'a': 0.01, 'e': 0.4723665527410147}",20,9,2.385117705595838,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.01, 'e': 0.46766642700990924}",25,0,-129.89713969035876,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
77,False,"{'a': 0.01, 'e': 0.46301306831122807}",20,0,-93.68741306099547,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
78,False,"{'a': 0.01, 'e': 0.4584060113052235}",20,0,-2.481403033596779,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
79,False,"{'a': 0.01, 'e': 0.45384479528235583}",25,0,-51.12681469605813,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",20,10,-20.19914505282533,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
81,False,"{'a': 0.01, 'e': 0.4448580662229411}",25,0,-113.08370226726971,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
82,False,"{'a': 0.01, 'e': 0.44043165450599925}",30,24,8.270716888172045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",20,0,-10.687311657981827,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",20,0,0.4509111686405114,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
85,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,0,-29.14955272824687,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
86,False,"{'a': 0.01, 'e': 0.4231620823177488}",25,0,-20.40629219050918,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
87,False,"{'a': 0.01, 'e': 0.418951549247639}",20,11,13.911337804100002,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.4147829116815814}",20,0,-28.50532406492931,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,9,-37.028304598531236,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
90,False,"{'a': 0.01, 'e': 0.4065696597405991}",20,0,-80.16046531263888,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",25,7,4.88129447802085,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.39851904108451414}",20,0,-40.76387528261876,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
93,False,"{'a': 0.01, 'e': 0.3945537103716011}",25,5,-26.42544552129914,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
94,False,"{'a': 0.01, 'e': 0.3906278353585211}",20,0,-28.874828318550257,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
95,False,"{'a': 0.01, 'e': 0.3867410234545012}",20,0,22.50341275573051,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
96,False,"{'a': 0.01, 'e': 0.38289288597511206}",35,19,21.989758422549677,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",20,10,20.297419053630726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",25,0,-35.23894356948121,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
99,False,"{'a': 0.01, 'e': 0.3715766910220457}",20,0,-48.58206702702033,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",25,0,24.100259442231323,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.01, 'e': 0.3642189795715233}",20,0,15.695601644455168,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",25,0,9.281592306327974,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
103,False,"{'a': 0.01, 'e': 0.3570069605691474}",20,0,-81.16450472430755,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",20,0,-9.415428428359649,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
105,False,"{'a': 0.01, 'e': 0.3499377491111553}",20,0,-13.225138185442274,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.3464558103300574}",20,1,-46.667025449357055,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
107,False,"{'a': 0.01, 'e': 0.34300851741870664}",25,0,-91.75714254176239,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 3}",0
108,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,0,-7.376983354787137,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.33621649370673334}",20,8,0.7380959032529258,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",20,0,-68.0801779851323,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",30,7,-25.092387218929808,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",20,0,9.227027794480776,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",30,15,19.549440195846092,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",20,0,-11.640984851960527,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",25,0,-9.328342727984362,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",30,0,-52.457853817385924,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",25,11,-54.17505661043816,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",25,15,-16.789161590354038,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",30,0,22.7218516954142,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",25,6,-15.373857352060018,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",25,15,7.3079223853166315,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",20,0,-49.15693350802903,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",30,0,-62.74962190615611,"{0: 26, 1: 0, 2: 0, 3: 3, 4: 1}",0
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",20,0,0.7117811451764815,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",20,0,-25.08784100946568,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,0,-13.076132004189958,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",20,0,-45.20204052890985,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,10,-32.05285285550664,"{0: 7, 1: 1, 2: 0, 3: 2, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",20,6,4.749349363029023,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",25,0,-7.146572812958304,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",25,11,-50.0846697967867,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",20,0,27.4351942579831,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",25,5,34.34992694737577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.261845668580326}",30,10,-30.161046672898525,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",30,20,1.504943340964533,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",30,12,-18.878143333577622,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,0,-78.90587999895439,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",20,10,20.689521000803747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",20,8,16.380601074564908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",20,10,20.001292953861746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",30,10,-5.380058114207363,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,0,-104.00961491119511,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",25,15,-1.0513093262757822,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",20,11,17.226584783374417,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",25,0,10.193519962454106,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",30,12,-71.63072200334015,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",25,13,-36.2307902113883,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",35,0,-83.52912761242891,"{0: 28, 1: 1, 2: 2, 3: 3, 4: 1}",0
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",25,10,-24.243349074832604,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",20,0,11.78598165554472,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",20,0,-9.77708728315015,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",25,18,11.779881238554626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,0,-6.000695449714159,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",25,0,39.438644933156056,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",20,12,-68.14899207517085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",20,0,31.788261688165093,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",25,12,7.654741199938362,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",25,8,31.87566153429611,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",20,7,-62.56294881490404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",20,13,-22.96092357277361,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",20,0,13.20248141388118,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",25,0,26.83534447365183,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",25,0,11.847631367418124,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",25,12,9.026673978057422,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",20,7,10.683014911216901,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",30,0,13.278634527990516,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",20,9,11.687635211497547,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",25,0,31.514346048678387,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",25,15,4.717082408366647,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",25,1,-29.73323491688041,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
